时间,支架1,支架2,支架3,支架4,支架5,支架6,支架7,支架8,支架9,支架10,支架11,支架12,支架13,支架14,支架15,支架16,支架17,支架18,支架19,支架20,支架21,支架22,支架23,支架24,支架25,支架26,支架27,支架28,支架29,支架30,支架31,支架32,支架33,支架34,支架35,支架36,支架37,支架38,支架39,支架40,支架41,支架42,支架43,支架44,支架45,支架46,支架47,支架48,支架49,支架50
2023-01-01 00:00:00,96.50707668855934,118.50460476710435,108.68857595781475,102.76043464116911,83.41678600137378,83.9751134589459,81.02038702516234,116.27950879299142,105.8769554278778,105.01288690289365,80.47493914508907,118.04308769289305,113.07930220525704,89.85033479112697,89.32207012172367,89.97022312223466,90.7379581000069,99.96433552909107,98.5402872588314,93.36693267990883,102.48869777061343,84.711566103294,89.25020009159736,92.64540103992698,100.11357886405183,113.61781632194727,87.69276080303432,102.79870165871887,104.19229088502658,80.16851947585596,105.29832404886389,89.73024982438284,82.79307472642112,121.66042034832054,113.02705582665746,113.82063490261216,93.3314849947861,83.38021676476991,108.17026315702277,94.4566643537078,83.62056032112461,100.07484555028454,84.6402503211651,115.75636821706095,89.328650680174,107.17029554416752,93.3352222517419,101.58972788139046,101.40250982552993,88.38429863091936
2023-01-01 01:00:00,93.59502928066664,115.66673930049981,109.21975838237208,106.12977154537873,86.90211502775006,84.94227095517097,82.87966041203644,117.57559485778192,102.67133843991779,109.65959705718619,81.44577738528095,117.0722104770373,113.00078919994114,89.61456077879694,90.26932043091111,89.1465967611715,90.83826311093657,99.61616318124017,98.46013868038091,93.64522428995761,105.87690896071602,93.787224476879,94.58954590342141,98.01111914531673,99.73677164368193,113.78238069073508,87.5789071072579,102.18403832702262,103.39214631219274,82.12562963069934,104.52905299555026,87.52293533705821,87.96284233051448,115.15353063597765,121.33320303857315,109.7261303737394,91.66865530281854,87.68478754997084,109.19528051554782,96.43999379548244,84.09577696851186,101.78760355292582,80.44118094756932,117.98682340470127,91.05220926945762,106.54348712974834,97.70228578572892,102.29773918039554,98.60501020666193,88.331463355102
2023-01-01 02:00:00,94.77482068384109,120.07243024743467,110.64129375314509,103.67806558015948,87.37508660549544,86.90933248147716,84.70627622904486,114.72818614248773,104.07879053251695,109.85879288334287,78.97815817596293,117.24375694671501,113.74717638122885,88.01062432806364,89.97314157206212,91.96155788316247,95.80582720960692,103.00784574415174,99.26628901250436,91.72591266455885,105.91227590102955,87.14800745730844,92.13355639818349,93.11902467418373,101.6647743867528,116.59720378036425,87.50102137627869,102.81039219140673,105.30013464947997,81.63211313066245,106.54144677278484,87.39260873286625,83.50980194257082,117.66744239514829,119.93452845571599,114.15527124668394,95.56572450428466,87.48218216823257,112.61678733314199,97.39556288997268,88.09610155313065,101.56059603278894,86.60304407778895,114.12099573461695,91.45100890575506,106.73919888066396,91.18904941209925,101.52037179937085,100.34248480583783,89.07002994755014
2023-01-01 03:00:00,95.04679835528206,116.68137063607476,110.2012936823207,103.81645662778091,91.21889069532865,89.39183553346956,84.10130078580701,119.59479749829885,105.84445253125936,109.01020026817639,86.06945282491685,121.32828572460886,113.10797344650055,89.95109540485916,88.89883807841031,86.91198927306398,94.70275800520233,105.2734645761154,96.2179311914777,95.68059957017978,105.38179632269608,85.52155642895987,92.0509507128418,95.57143056359595,100.35240274653107,112.87523092518715,90.32610792713136,102.36296018704316,104.73024101226137,81.9473635200646,105.73766558555053,89.84561487792635,84.79618275258797,118.47126870123857,120.7014793776621,116.6270176982736,91.30105665727656,85.38573061476461,109.02309167237344,100.76330221033228,85.91895569272259,98.22043333726907,80.62765704251736,118.0895039067482,93.9512038401064,108.0653746062049,94.89903085864356,99.34846286452627,103.34092816667186,87.64073412708372
2023-01-01 04:00:00,96.9302276952452,119.33533236431835,110.01878430959155,103.33159447612542,90.45563423010333,88.95244885735563,82.87483999135074,114.59208044998279,105.73638666420744,113.83403245558814,83.0034287084005,116.83446181694839,114.99590867491823,90.31144854633459,85.35986119179576,89.43367343341062,94.41547023557632,105.51833363190418,103.39595658184788,96.55462261125123,104.9340603720529,86.35066624632222,99.27662971791335,97.20372048395136,100.50632708900356,113.60062714219882,90.57330569606256,103.1718691927086,106.40024032657382,82.87794541481091,105.81098863505841,88.53288931221266,83.4337825013672,120.01173044949304,119.47727858830964,116.70699984417554,89.4616314756853,90.17964711860796,112.05162948888692,96.04855418300191,88.0641002537361,102.1177002573883,80.71833386901022,117.91599836854196,91.91704669144377,112.56730161423572,97.66388090744188,104.72404896089164,105.67767814114043,87.97330959901052
2023-01-01 05:00:00,97.80495144399335,117.53665712610777,112.77908209197213,109.20003841487387,90.4934806361779,91.40978593136785,86.9074074748774,118.9800069104023,107.4352489445185,109.04993126638908,84.24571741313345,121.75550728132208,118.28579363970579,88.37868628581305,88.21065180726968,93.00058346385605,95.24662989758409,106.08497309508981,100.42368935708949,95.34534836199256,110.40748200023279,86.59902667711991,94.6361689326323,97.50856638032786,100.61765938534936,115.78652700219358,91.06123466563201,103.61507642031467,110.56358270490921,83.32465321806299,108.03281361237443,89.868647135041,89.91191672260972,121.72949689054235,124.50575167213995,112.2808119412768,95.67652424772653,89.5610915605653,110.0173491863747,103.57309931704836,87.9148606815161,106.00020823425878,89.85458590928498,119.23076792376489,92.47045191925153,113.1816911435232,98.32098446615525,103.14463364354819,103.12715310726125,90.1593848845818
2023-01-01 06:00:00,101.0619469274671,122.41142466849502,111.63984485524446,111.42424208599316,87.25848014999906,85.91161348542772,87.06225323715246,116.23972678366651,104.90157823336735,114.23915465026909,85.08705866196338,122.39545146082418,114.97047438793834,94.00536787849212,92.95898587377287,91.72143645192604,99.9952886643605,103.72776349814282,98.49138392321977,93.77984138493007,107.72207271190663,90.28117956879255,94.64553205444307,101.03473681597933,99.71812962106844,118.40258784043817,90.92380990508515,105.91053425093135,108.20528371278557,86.6868790240981,108.5626126325438,92.82314059140809,87.93865305127423,124.24940419252421,123.52756059718214,117.44522106305308,96.12358923152611,90.97328137786116,109.61296628920375,104.60063742278771,89.40062360627616,100.88731391634262,84.52310674114811,117.7008809349577,94.56655620365139,109.2834517354346,95.46711335541944,101.04181627120983,104.56168135970911,86.04078680302929
2023-01-01 07:00:00,96.34755160484524,121.09092775180937,116.93412998225241,110.99239177940613,89.97592309764413,90.94583714906847,85.69276342730036,123.33013933324526,109.74908990298172,113.4870316364685,86.67139157588964,123.67899241049886,116.18823740713887,91.0324817139652,91.61705176847104,91.75036220885085,99.56984236747414,104.00982340336374,103.52155886868007,95.5041112058816,110.87119169760297,86.490477703527,98.65240628074794,99.867939863155,104.15833364566835,108.95550466945281,95.94802824457372,104.1561436128537,111.3959007497809,82.82593320010281,109.83427669905834,89.20463621130882,85.25083423931144,125.14358054408291,121.93510353741183,117.30897105618547,98.64068118820394,89.97072371816215,111.84439776737766,102.95989371984825,93.68545348161699,102.98687863135905,86.35838860758722,122.09626155913467,97.19003139489357,113.48987062514568,97.79551995776755,103.32327929167411,109.93486594956366,89.63617989936017
2023-01-01 08:00:00,100.11511502714583,123.89699082475774,114.55760083537378,108.46208432593153,93.34386001245844,95.64371998579128,84.52217849439891,116.50728897322573,107.88341711983223,119.62332283111405,84.57372744340938,127.38225785328338,121.53920288612852,92.1107283610087,93.71704288409227,95.38089272345036,95.87382756521274,106.01902157069563,101.23681129587189,95.62117581166189,108.35717890287793,86.84093568586155,96.19412116568735,97.94690332160337,103.83750492142889,113.46827193364858,92.08884751169413,106.45708105149811,105.67198799152588,88.00632587989575,112.47436559904729,88.82397533379691,90.49942198158905,123.85649135159525,122.3327864474326,118.19199271547402,96.17933178131948,88.74015269050925,112.64693057242013,100.03203044975486,90.20911016266842,100.3085407814593,85.50707168124269,119.54656257654194,94.12711205384592,113.98236574598877,99.45568296951369,106.23025872481158,104.05244799842802,92.51475230271978
2023-01-01 09:00:00,97.5035940530503,119.3077079797531,117.71529154751555,108.31372896871397,90.36616478912768,94.60596348847974,86.18528178086653,123.76427762003361,111.89788042602598,113.49422777269898,91.26351185624758,122.58466019216146,119.64017753805466,95.45274108282837,95.4898015115391,96.87895479944294,99.26556234620898,104.42797890536147,104.48146855083559,96.00936550185051,113.23249748695069,90.58557108603011,97.53265224296048,100.07149652716136,101.8174318168449,114.54017829299305,95.45094199283668,104.96752307100968,106.81704887196025,88.52205149239663,112.79853568474432,93.6196637886804,89.79953959028279,120.24686669950894,121.58529091805603,121.78380502186482,97.85078966692298,90.88728470953298,116.59019167217666,104.85227173085924,90.55688058786892,109.49856950407501,85.65835203270314,124.19862033653492,96.08141394704569,112.0311029917345,99.99903919473358,107.96251142691106,108.1965837117332,95.91450712859775
