X坐标,Y坐标,煤层厚度,断层距离,顶板强度,构造复杂度,瓦斯含量
999.0,1999.0,3.563476107526506,51.7373466177458,95.21685944512684,0.5095514328436022,9.901594931877984
1001.7931034482758,1999.0,3.50415662993914,47.42021892706946,89.0035930066213,0.573021999078415,9.726653870886272
1004.5862068965517,1999.0,3.730726448981521,45.47128274931789,86.6530778233588,0.659451631773263,10.857746995616544
1007.3793103448276,1999.0,3.9755260567134476,45.17759338038704,83.75384007116517,0.5563404712660152,9.55696045653225
1010.1724137931035,1999.0,3.6928150464702556,40.20978434293632,82.33039826378352,0.4762367147759367,9.652052190341163
1012.9655172413793,1999.0,3.759200039986869,37.12735585493299,82.36520126897938,0.5548345408862732,8.55418200809114
1015.7586206896551,1999.0,4.184615201151342,31.521667028385043,87.23512818098673,0.46555170183519123,8.236508488395765
1018.551724137931,1999.0,4.080146519584903,32.940782994123396,87.2203333497286,0.4558823466465849,8.83641942046103
1021.3448275862069,1999.0,3.8846661933345286,29.94614077607529,80.16167347062296,0.42238765933487393,7.285947194987005
1024.1379310344828,1999.0,4.131978516900831,30.18857841212813,86.75895861601536,0.6193758038141842,7.418926305225715
1026.9310344827586,1999.0,3.9678179544945156,22.453409047335395,81.75797101310654,0.3879749934560598,7.314001654495581
1029.7241379310344,1999.0,3.9957989333245463,20.71416272429346,82.75306335364473,0.6308815099282702,7.031895080955975
1032.5172413793102,1999.0,4.156635288898496,17.981525988111276,86.23484389814018,0.536230914378389,6.578648933017759
1035.3103448275863,1999.0,3.7353635282205606,17.844561731940672,83.1620866147661,0.35538921706460647,6.574698936398262
1038.103448275862,1999.0,3.773101173593485,11.705960659364003,78.73527865306473,0.5413219034603529,6.4520507056550915
1040.896551724138,1999.0,3.995979548723419,9.661491327402771,75.94057282552296,0.3036339150216196,6.225396948072789
1043.6896551724137,1999.0,3.8866981551704334,7.526137847019356,71.24398642916803,0.5847955029349333,5.144339893942624
1046.4827586206898,1999.0,4.123789508812233,3.890459625622951,74.6471833037256,0.6186069203107674,5.303789823600956
1049.2758620689656,1999.0,3.842410756971103,0.0,75.30414132886054,0.4776471627845282,5.883722635125915
1052.0689655172414,1999.0,3.6967492174907273,2.45714550303801,72.14407131408672,0.5547613689193649,5.6079760672907435
1054.8620689655172,1999.0,4.220525403059423,7.009332465236755,73.92231201405522,0.7418800628906939,5.0
1057.655172413793,1999.0,3.824426308977264,5.602141814970905,73.80634563025058,0.49834096118542937,5.192354807747106
1060.448275862069,1999.0,3.820399107428036,10.71421521036282,72.21657555996582,0.44378502784184454,5.0
1063.2413793103449,1999.0,3.455602360035687,11.841137680466536,70.31806614744,0.6968848437791506,5.044383775857189
1066.0344827586207,1999.0,3.56297241023724,18.424576016470382,72.21794217507218,0.7423355977083703,6.027801238143255
1068.8275862068965,1999.0,3.624306636013153,15.781212397328963,72.5534951588432,0.5422118078359037,5.0
1071.6206896551723,1999.0,3.302530483790687,20.502845960629152,67.54815685622975,0.637307296943674,5.0
1074.4137931034484,1999.0,3.5401610136138717,25.168216853577412,74.7233547907842,0.6633771458795155,5.848330851879162
1077.2068965517242,1999.0,3.28018941063339,30.337944610192867,69.94836753446242,0.44703914039015036,5.0
1080.0,1999.0,3.2815375795079706,29.868499477854023,70.13876033440339,0.46407901578012234,5.568890572814736
999.0,1999.2068965517242,3.349461296271222,49.889600946613605,91.6379306576375,0.5955275951708927,10.61178324415486
1001.7931034482758,1999.2068965517242,3.9079344688680067,51.969210690605365,89.88522384185568,0.6343692483108516,9.769065672766164
1004.5862068965517,1999.2068965517242,3.6041586382066377,42.51776530261577,91.63770802582992,0.5167636328124099,9.714855954118097
1007.3793103448276,1999.2068965517242,3.465047241433505,38.22307774193228,89.15635574460913,0.36846831431928423,9.928711902211026
1010.1724137931035,1999.2068965517242,3.909824045628403,40.70761510700318,85.90250516863004,0.6526357238729409,9.471760231343714
1012.9655172413793,1999.2068965517242,3.5675280431753427,36.03037430991547,88.20211967361415,0.39990517465654396,9.083040897072618
1015.7586206896551,1999.2068965517242,3.9162146988436564,32.19891367608346,83.00256960599029,0.42018598791181305,8.456873821871564
1018.551724137931,1999.2068965517242,3.5403948907712084,32.86498875666766,86.01983739736838,0.4902317862454731,8.480457573470538
1021.3448275862069,1999.2068965517242,3.718593202534675,29.142773841335536,84.80555560478597,0.6152335600117287,7.8988689607128935
1024.1379310344828,1999.2068965517242,4.068508097150304,24.733911704043752,83.4494931019694,0.5504238572503745,7.855435994141243
1026.9310344827586,1999.2068965517242,4.2138641508489325,20.508356719899606,82.82154163384007,0.5129306962886003,7.048521936400475
1029.7241379310344,1999.2068965517242,4.128887882069434,22.02077672552587,76.66713718119516,0.5251781457183196,6.884924292846178
1032.5172413793102,1999.2068965517242,4.090782519900483,18.783160976607086,79.75200729015103,0.4913371481433048,6.173216679249831
1035.3103448275863,1999.2068965517242,4.063468179827105,14.491303444854957,80.75010337059285,0.5513859645537795,6.359285240847182
1038.103448275862,1999.2068965517242,3.8280496838154483,15.58982571623324,80.02043977277442,0.25135542567749475,5.700122395931763
1040.896551724138,1999.2068965517242,3.9701375546855138,6.963278743209788,75.53112407899094,0.48324104895830106,5.301054950262127
1043.6896551724137,1999.2068965517242,4.002805966838203,3.2592944857368,81.49655615575006,0.5451782968052229,5.766572372204232
1046.4827586206898,1999.2068965517242,4.278033829329804,2.133425239547746,74.20611871680936,0.4133613777485541,5.552237260494185
1049.2758620689656,1999.2068965517242,4.09840857178188,0.6329658983234244,78.84590364692383,0.5735277585135402,5.677778071661732
1052.0689655172414,1999.2068965517242,3.632271268478081,2.555644415886779,76.38719298115532,0.5196745077871353,5.0
1054.8620689655172,1999.2068965517242,3.9978817849469133,4.3795968498045506,72.37740098580072,0.7195082801980148,5.274394854981435
1057.655172413793,1999.2068965517242,3.7982344547841502,8.359283206821619,78.9017226592028,0.7035819123997897,5.292013643707836
1060.448275862069,1999.2068965517242,3.6771784082221015,7.94519701368818,69.31023301012061,0.5004185789284272,5.222448925122748
1063.2413793103449,1999.2068965517242,3.868556596839394,16.1289085184914,75.02553641074039,0.5310096623773133,5.0
1066.0344827586207,1999.2068965517242,3.883718201434309,15.87018040183556,74.71372511330092,0.5361993891894955,5.153599470905861
1068.8275862068965,1999.2068965517242,3.7940474836872617,21.062177870072766,69.21581258290504,0.4944217325980491,5.355413146887381
1071.6206896551723,1999.2068965517242,3.370555036423462,22.306140347927737,74.99674998875128,0.5537150506174193,5.306603948122431
1074.4137931034484,1999.2068965517242,3.4088482765673365,25.327299541755938,69.74041810774852,0.451826388837145,5.0
1077.2068965517242,1999.2068965517242,3.4722391766907057,28.346431112188593,71.11021281915478,0.407079005085438,5.741455297161105
1080.0,1999.2068965517242,3.54065469668394,30.89541712003463,70.8631769818825,0.5742012862057466,6.991533607455876
999.0,1999.4137931034484,3.3795836327197137,52.285445519735084,89.11036116345618,0.5369679085296498,10.133543040985494
1001.7931034482758,1999.4137931034484,3.505962898205126,50.86520161198905,91.61800026754452,0.38738660188824836,9.722170047683203
1004.5862068965517,1999.4137931034484,3.391206949924689,45.806835442851195,91.15876428574683,0.5522695688592806,10.019515227579282
